national_provider_identifier,gender,birth_year,medical_group,hospital,location,school,graduation_year,pharmacy_preference,popularity,channel,content,week_of,day,time_sent,response
10000005,1,1980,Women Care,Memorial Health Care,69686,Purdue,2005,0,1,2,0,6/24/18,2,Morning,1
10000006,1,1967,Child Care,Johns Hopkins Hospital,79743,Johns Hopkins,1999,2,2,0,0,4/1/18,4,Morning,0
10000006,1,1967,Child Care,Johns Hopkins Hospital,79743,Johns Hopkins,1999,2,2,2,0,4/1/18,3,Evening,0
10000006,1,1967,Child Care,Johns Hopkins Hospital,79743,Johns Hopkins,1999,2,2,0,0,4/1/18,5,Evening,0
10000006,1,1967,Child Care,Johns Hopkins Hospital,79743,Johns Hopkins,1999,2,2,1,0,4/1/18,4,Morning,0
10000006,1,1967,Child Care,Johns Hopkins Hospital,79743,Johns Hopkins,1999,2,2,2,0,4/8/18,3,Evening,0
10000006,1,1967,Child Care,Johns Hopkins Hospital,79743,Johns Hopkins,1999,2,2,0,0,4/8/18,4,Morning,0
10000006,1,1967,Child Care,Johns Hopkins Hospital,79743,Johns Hopkins,1999,2,2,0,0,4/8/18,5,Afternoon,0
10000006,1,1967,Child Care,Johns Hopkins Hospital,79743,Johns Hopkins,1999,2,2,2,1,4/15/18,2,Evening,1
10000006,1,1967,Child Care,Johns Hopkins Hospital,79743,Johns Hopkins,1999,2,2,0,1,4/15/18,3,Evening,0
10000006,1,1967,Child Care,Johns Hopkins Hospital,79743,Johns Hopkins,1999,2,2,0,1,4/15/18,5,Morning,0
10000006,1,1967,Child Care,Johns Hopkins Hospital,79743,Johns Hopkins,1999,2,2,0,1,4/22/18,2,Morning,0
10000006,1,1967,Child Care,Johns Hopkins Hospital,79743,Johns Hopkins,1999,2,2,0,1,4/22/18,4,Evening,0
10000006,1,1967,Child Care,Johns Hopkins Hospital,79743,Johns Hopkins,1999,2,2,2,1,4/22/18,5,Afternoon,1
10000006,1,1967,Child Care,Johns Hopkins Hospital,79743,Johns Hopkins,1999,2,2,0,1,4/29/18,1,Morning,0
10000006,1,1967,Child Care,Johns Hopkins Hospital,79743,Johns Hopkins,1999,2,2,0,1,4/29/18,3,Evening,0
10000006,1,1967,Child Care,Johns Hopkins Hospital,79743,Johns Hopkins,1999,2,2,2,1,4/29/18,4,Afternoon,0
10000006,1,1967,Child Care,Johns Hopkins Hospital,79743,Johns Hopkins,1999,2,2,0,3,5/6/18,1,Evening,0
10000006,1,1967,Child Care,Johns Hopkins Hospital,79743,Johns Hopkins,1999,2,2,0,3,5/6/18,3,Afternoon,1
10000006,1,1967,Child Care,Johns Hopkins Hospital,79743,Johns Hopkins,1999,2,2,2,3,5/6/18,5,Evening,1
10000006,1,1967,Child Care,Johns Hopkins Hospital,79743,Johns Hopkins,1999,2,2,2,2,5/13/18,3,Afternoon,0
10000006,1,1967,Child Care,Johns Hopkins Hospital,79743,Johns Hopkins,1999,2,2,0,2,5/13/18,3,Evening,0
10000006,1,1967,Child Care,Johns Hopkins Hospital,79743,Johns Hopkins,1999,2,2,0,2,5/13/18,5,Afternoon,0
10000006,1,1967,Child Care,Johns Hopkins Hospital,79743,Johns Hopkins,1999,2,2,0,2,5/20/18,1,Afternoon,0
10000006,1,1967,Child Care,Johns Hopkins Hospital,79743,Johns Hopkins,1999,2,2,2,2,5/20/18,3,Evening,0
10000006,1,1967,Child Care,Johns Hopkins Hospital,79743,Johns Hopkins,1999,2,2,0,2,5/20/18,5,Morning,0
10000006,1,1967,Child Care,Johns Hopkins Hospital,79743,Johns Hopkins,1999,2,2,0,2,5/27/18,3,Morning,0
10000006,1,1967,Child Care,Johns Hopkins Hospital,79743,Johns Hopkins,1999,2,2,0,1,5/27/18,2,Afternoon,1
10000006,1,1967,Child Care,Johns Hopkins Hospital,79743,Johns Hopkins,1999,2,2,1,1,5/27/18,5,Morning,1
10000006,1,1967,Child Care,Johns Hopkins Hospital,79743,Johns Hopkins,1999,2,2,2,1,5/27/18,4,Morning,0
10000006,1,1967,Child Care,Johns Hopkins Hospital,79743,Johns Hopkins,1999,2,2,1,1,6/3/18,2,Evening,1
10000006,1,1967,Child Care,Johns Hopkins Hospital,79743,Johns Hopkins,1999,2,2,0,1,6/3/18,4,Morning,0
10000006,1,1967,Child Care,Johns Hopkins Hospital,79743,Johns Hopkins,1999,2,2,2,1,6/3/18,3,Morning,1
10000006,1,1967,Child Care,Johns Hopkins Hospital,79743,Johns Hopkins,1999,2,2,0,1,6/3/18,5,Evening,0
10000006,1,1967,Child Care,Johns Hopkins Hospital,79743,Johns Hopkins,1999,2,2,0,0,6/10/18,2,Morning,0
10000006,1,1967,Child Care,Johns Hopkins Hospital,79743,Johns Hopkins,1999,2,2,0,0,6/10/18,4,Afternoon,0
10000006,1,1967,Child Care,Johns Hopkins Hospital,79743,Johns Hopkins,1999,2,2,2,0,6/10/18,4,Morning,0
10000006,1,1967,Child Care,Johns Hopkins Hospital,79743,Johns Hopkins,1999,2,2,0,0,6/17/18,4,Evening,0
10000006,1,1967,Child Care,Johns Hopkins Hospital,79743,Johns Hopkins,1999,2,2,2,0,6/17/18,2,Morning,0
10000006,1,1967,Child Care,Johns Hopkins Hospital,79743,Johns Hopkins,1999,2,2,0,0,6/17/18,5,Morning,0
10000006,1,1967,Child Care,Johns Hopkins Hospital,79743,Johns Hopkins,1999,2,2,0,0,6/24/18,3,Afternoon,1
10000006,1,1967,Child Care,Johns Hopkins Hospital,79743,Johns Hopkins,1999,2,2,0,1,6/24/18,4,Morning,0
10000006,1,1967,Child Care,Johns Hopkins Hospital,79743,Johns Hopkins,1999,2,2,2,1,6/24/18,2,Morning,1
10000007,0,1995,,Mayo Clinic,34562,Columbia,2016,1,1,0,1,4/1/18,1,Morning,1
10000007,0,1995,,Mayo Clinic,34562,Columbia,2016,1,1,2,1,4/1/18,3,Afternoon,0
10000007,0,1995,,Mayo Clinic,34562,Columbia,2016,1,1,0,1,4/1/18,4,Evening,0
10000007,0,1995,,Mayo Clinic,34562,Columbia,2016,1,1,2,1,4/8/18,3,Afternoon,0
10000007,0,1995,,Mayo Clinic,34562,Columbia,2016,1,1,0,1,4/8/18,4,Morning,0
10000007,0,1995,,Mayo Clinic,34562,Columbia,2016,1,1,0,1,4/8/18,5,Aftenoon,0
10000007,0,1995,,Mayo Clinic,34562,Columbia,2016,1,1,0,1,4/15/18,1,Evening,0
10000007,0,1995,,Mayo Clinic,34562,Columbia,2016,1,1,2,0,4/15/18,3,Evening,1
10000007,0,1995,,Mayo Clinic,34562,Columbia,2016,1,1,0,0,4/15/18,4,Morning,0
10000007,0,1995,,Mayo Clinic,34562,Columbia,2016,1,1,0,0,4/22/18,1,Evening,0
10000007,0,1995,,Mayo Clinic,34562,Columbia,2016,1,1,0,0,4/22/18,3,Aftenoon,1
10000007,0,1995,,Mayo Clinic,34562,Columbia,2016,1,1,2,0,4/22/18,5,Morning,0
10000007,0,1995,,Mayo Clinic,34562,Columbia,2016,1,1,0,0,4/29/18,3,Morning,1
10000007,0,1995,,Mayo Clinic,34562,Columbia,2016,1,1,1,0,4/29/18,5,Aftenoon,0
10000007,0,1995,,Mayo Clinic,34562,Columbia,2016,1,1,0,0,4/29/18,4,Evening,0
10000007,0,1995,,Mayo Clinic,34562,Columbia,2016,1,1,2,0,4/29/18,2,Morning,1
10000007,0,1995,,Mayo Clinic,34562,Columbia,2016,1,1,0,3,5/6/18,1,Afternoon,0
10000007,0,1995,,Mayo Clinic,34562,Columbia,2016,1,1,0,3,5/6/18,3,Evening,0
10000007,0,1995,,Mayo Clinic,34562,Columbia,2016,1,1,2,3,5/6/18,4,Morning,0
10000007,0,1995,,Mayo Clinic,34562,Columbia,2016,1,1,1,3,5/6/18,5,Evening,1
10000007,0,1995,,Mayo Clinic,34562,Columbia,2016,1,1,2,3,5/13/18,2,Afternoon,0
10000007,0,1995,,Mayo Clinic,34562,Columbia,2016,1,1,0,3,5/13/18,3,Evening,0
10000007,0,1995,,Mayo Clinic,34562,Columbia,2016,1,1,0,3,5/13/18,1,Morning,0
10000007,0,1995,,Mayo Clinic,34562,Columbia,2016,1,1,0,3,5/20/18,0,Afternoon,1
10000007,0,1995,,Mayo Clinic,34562,Columbia,2016,1,1,2,3,5/20/18,3,Evening,1
10000007,0,1995,,Mayo Clinic,34562,Columbia,2016,1,1,0,3,5/20/18,5,Afternoon,0
10000007,0,1995,,Mayo Clinic,34562,Columbia,2016,1,1,0,3,5/27/18,1,Morning,1
10000007,0,1995,,Mayo Clinic,34562,Columbia,2016,1,1,0,3,5/27/18,3,Afternoon,0
10000007,0,1995,,Mayo Clinic,34562,Columbia,2016,1,1,2,0,5/27/18,3,Morning,0
10000007,0,1995,,Mayo Clinic,34562,Columbia,2016,1,1,0,0,6/3/18,2,Morning,0
10000007,0,1995,,Mayo Clinic,34562,Columbia,2016,1,1,2,0,6/3/18,4,Afternoon,1
10000007,0,1995,,Mayo Clinic,34562,Columbia,2016,1,1,0,0,6/3/18,5,Evening,0
10000007,0,1995,,Mayo Clinic,34562,Columbia,2016,1,1,0,0,6/10/18,1,Morning,1
10000007,0,1995,,Mayo Clinic,34562,Columbia,2016,1,1,0,0,6/10/18,4,Evening,0
10000007,0,1995,,Mayo Clinic,34562,Columbia,2016,1,1,2,0,6/10/18,5,Morning,0
10000007,0,1995,,Mayo Clinic,34562,Columbia,2016,1,1,1,0,6/17/18,1,Morning,1
10000007,0,1995,,Mayo Clinic,34562,Columbia,2016,1,1,0,0,6/17/18,3,Afternoon,1
10000007,0,1995,,Mayo Clinic,34562,Columbia,2016,1,1,2,0,6/17/18,2,Evening,0
10000007,0,1995,,Mayo Clinic,34562,Columbia,2016,1,1,0,2,6/17/18,3,Morning,0
10000007,0,1995,,Mayo Clinic,34562,Columbia,2016,1,1,0,2,6/24/18,2,Afternoon,0
10000007,0,1995,,Mayo Clinic,34562,Columbia,2016,1,1,0,2,6/24/18,4,Evening,0
10000007,0,1995,,Mayo Clinic,34562,Columbia,2016,1,1,2,2,6/24/18,5,Morning,1
10000008,1,1960,Inhale Clinic,Cleveland Clinic,79732,Harvard,2005,2,1,0,2,4/1/18,1,Morning,0
10000008,1,1960,Inhale Clinic,Cleveland Clinic,79732,Harvard,2005,2,1,2,2,4/1/18,2,Afternoon,0
10000008,1,1960,Inhale Clinic,Cleveland Clinic,79732,Harvard,2005,2,1,0,2,4/1/18,5,Morning,0
10000008,1,1960,Inhale Clinic,Cleveland Clinic,79732,Harvard,2005,2,1,2,2,4/8/18,3,Afternoon,0
10000008,1,1960,Inhale Clinic,Cleveland Clinic,79732,Harvard,2005,2,1,0,2,4/8/18,5,Morning,1
10000008,1,1960,Inhale Clinic,Cleveland Clinic,79732,Harvard,2005,2,1,0,2,4/8/18,2,Evening,1
10000008,1,1960,Inhale Clinic,Cleveland Clinic,79732,Harvard,2005,2,1,0,2,4/15/18,5,Evening,0
10000008,1,1960,Inhale Clinic,Cleveland Clinic,79732,Harvard,2005,2,1,1,2,4/15/18,5,Aftenoon,0
10000008,1,1960,Inhale Clinic,Cleveland Clinic,79732,Harvard,2005,2,1,2,2,4/15/18,2,Evening,1
10000008,1,1960,Inhale Clinic,Cleveland Clinic,79732,Harvard,2005,2,1,0,2,4/15/18,1,Afternoon,0
10000008,1,1960,Inhale Clinic,Cleveland Clinic,79732,Harvard,2005,2,1,0,2,4/22/18,1,Evening,0
10000008,1,1960,Inhale Clinic,Cleveland Clinic,79732,Harvard,2005,2,1,0,2,4/22/18,4,Aftenoon,1
10000008,1,1960,Inhale Clinic,Cleveland Clinic,79732,Harvard,2005,2,1,2,2,4/22/18,5,Afternoon,0
10000008,1,1960,Inhale Clinic,Cleveland Clinic,79732,Harvard,2005,2,1,0,2,4/29/18,3,Morning,0
10000008,1,1960,Inhale Clinic,Cleveland Clinic,79732,Harvard,2005,2,1,0,2,4/29/18,2,Evening,0
10000008,1,1960,Inhale Clinic,Cleveland Clinic,79732,Harvard,2005,2,1,2,2,4/29/18,2,Morning,0
10000008,1,1960,Inhale Clinic,Cleveland Clinic,79732,Harvard,2005,2,1,0,2,5/6/18,1,Evening,0
10000008,1,1960,Inhale Clinic,Cleveland Clinic,79732,Harvard,2005,2,1,0,2,5/6/18,3,Evening,0
10000008,1,1960,Inhale Clinic,Cleveland Clinic,79732,Harvard,2005,2,1,2,1,5/6/18,5,Morning,1
10000008,1,1960,Inhale Clinic,Cleveland Clinic,79732,Harvard,2005,2,1,2,1,5/13/18,2,Afternoon,0
10000008,1,1960,Inhale Clinic,Cleveland Clinic,79732,Harvard,2005,2,1,0,1,5/13/18,2,Morning,0
10000008,1,1960,Inhale Clinic,Cleveland Clinic,79732,Harvard,2005,2,1,0,1,5/13/18,1,Morning,1
10000008,1,1960,Inhale Clinic,Cleveland Clinic,79732,Harvard,2005,2,1,0,1,5/20/18,0,Afternoon,0
10000008,1,1960,Inhale Clinic,Cleveland Clinic,79732,Harvard,2005,2,1,2,1,5/20/18,3,Evening,1
10000008,1,1960,Inhale Clinic,Cleveland Clinic,79732,Harvard,2005,2,1,1,1,5/20/18,5,Evening,0
10000008,1,1960,Inhale Clinic,Cleveland Clinic,79732,Harvard,2005,2,1,0,1,5/20/18,5,Afternoon,1
10000008,1,1960,Inhale Clinic,Cleveland Clinic,79732,Harvard,2005,2,1,0,1,5/27/18,2,Morning,0
10000008,1,1960,Inhale Clinic,Cleveland Clinic,79732,Harvard,2005,2,1,0,1,5/27/18,3,Afternoon,0
10000008,1,1960,Inhale Clinic,Cleveland Clinic,79732,Harvard,2005,2,1,2,1,5/27/18,3,Evening,0
10000008,1,1960,Inhale Clinic,Cleveland Clinic,79732,Harvard,2005,2,1,0,3,6/3/18,2,Morning,0
10000008,1,1960,Inhale Clinic,Cleveland Clinic,79732,Harvard,2005,2,1,2,3,6/3/18,5,Afternoon,1
10000008,1,1960,Inhale Clinic,Cleveland Clinic,79732,Harvard,2005,2,1,0,3,6/3/18,5,Evening,0
10000008,1,1960,Inhale Clinic,Cleveland Clinic,79732,Harvard,2005,2,1,0,3,6/10/18,1,Morning,1
10000008,1,1960,Inhale Clinic,Cleveland Clinic,79732,Harvard,2005,2,1,0,3,6/10/18,4,Evening,0
10000008,1,1960,Inhale Clinic,Cleveland Clinic,79732,Harvard,2005,2,1,2,3,6/10/18,3,Afternoon,0
10000008,1,1960,Inhale Clinic,Cleveland Clinic,79732,Harvard,2005,2,1,1,3,6/17/18,1,Morning,1
10000008,1,1960,Inhale Clinic,Cleveland Clinic,79732,Harvard,2005,2,1,0,3,6/17/18,3,Afternoon,0
10000008,1,1960,Inhale Clinic,Cleveland Clinic,79732,Harvard,2005,2,1,2,3,6/17/18,3,Evening,1
10000008,1,1960,Inhale Clinic,Cleveland Clinic,79732,Harvard,2005,2,1,0,0,6/17/18,3,Morning,0
10000008,1,1960,Inhale Clinic,Cleveland Clinic,79732,Harvard,2005,2,1,0,0,6/24/18,3,Afternoon,0
10000008,1,1960,Inhale Clinic,Cleveland Clinic,79732,Harvard,2005,2,1,0,0,6/24/18,4,Morning,0
10000008,1,1960,Inhale Clinic,Cleveland Clinic,79732,Harvard,2005,2,1,2,0,6/24/18,3,Morning,0
10000009,0,1963,Summit Medical,,62323,NYU Langone,2000,1,2,0,0,4/1/18,2,Morning,1
10000009,0,1963,Summit Medical,,62323,NYU Langone,2000,1,2,2,0,4/1/18,3,Afternoon,0
10000009,0,1963,Summit Medical,,62323,NYU Langone,2000,1,2,0,0,4/1/18,4,Evening,0
10000009,0,1963,Summit Medical,,62323,NYU Langone,2000,1,2,2,0,4/8/18,3,Afternoon,0
10000009,0,1963,Summit Medical,,62323,NYU Langone,2000,1,2,0,0,4/8/18,5,Morning,0
10000009,0,1963,Summit Medical,,62323,NYU Langone,2000,1,2,0,0,4/8/18,5,Aftenoon,0
10000009,0,1963,Summit Medical,,62323,NYU Langone,2000,1,2,0,0,4/15/18,1,Evening,0
10000009,0,1963,Summit Medical,,62323,NYU Langone,2000,1,2,2,2,4/15/18,3,Afternoon,1
10000009,0,1963,Summit Medical,,62323,NYU Langone,2000,1,2,0,2,4/15/18,2,Morning,0
10000009,0,1963,Summit Medical,,62323,NYU Langone,2000,1,2,0,2,4/22/18,1,Evening,0
10000009,0,1963,Summit Medical,,62323,NYU Langone,2000,1,2,0,2,4/22/18,3,Aftenoon,1
10000009,0,1963,Summit Medical,,62323,NYU Langone,2000,1,2,2,2,4/22/18,3,Morning,0
10000009,0,1963,Summit Medical,,62323,NYU Langone,2000,1,2,0,2,4/29/18,3,Afternoon,1
10000009,0,1963,Summit Medical,,62323,NYU Langone,2000,1,2,1,2,4/29/18,5,Aftenoon,0
10000009,0,1963,Summit Medical,,62323,NYU Langone,2000,1,2,0,2,4/29/18,2,Evening,0
10000009,0,1963,Summit Medical,,62323,NYU Langone,2000,1,2,2,2,4/29/18,2,Morning,1
10000009,0,1963,Summit Medical,,62323,NYU Langone,2000,1,2,0,2,5/6/18,2,Afternoon,0
10000009,0,1963,Summit Medical,,62323,NYU Langone,2000,1,2,0,2,5/6/18,3,Evening,0
10000009,0,1963,Summit Medical,,62323,NYU Langone,2000,1,2,2,3,5/6/18,4,Morning,0
10000009,0,1963,Summit Medical,,62323,NYU Langone,2000,1,2,1,3,5/6/18,5,Evening,1
10000009,0,1963,Summit Medical,,62323,NYU Langone,2000,1,2,2,3,5/13/18,4,Morning,0
10000009,0,1963,Summit Medical,,62323,NYU Langone,2000,1,2,0,3,5/13/18,3,Evening,0
10000009,0,1963,Summit Medical,,62323,NYU Langone,2000,1,2,0,3,5/13/18,1,Morning,0
10000009,0,1963,Summit Medical,,62323,NYU Langone,2000,1,2,0,3,5/20/18,2,Afternoon,1
10000009,0,1963,Summit Medical,,62323,NYU Langone,2000,1,2,2,3,5/20/18,3,Evening,1
10000009,0,1963,Summit Medical,,62323,NYU Langone,2000,1,2,0,3,5/20/18,5,Afternoon,0
10000009,0,1963,Summit Medical,,62323,NYU Langone,2000,1,2,0,3,5/27/18,1,Morning,1
10000009,0,1963,Summit Medical,,62323,NYU Langone,2000,1,2,0,3,5/27/18,4,Afternoon,0
10000009,0,1963,Summit Medical,,62323,NYU Langone,2000,1,2,2,3,5/27/18,3,Evening,0
10000009,0,1963,Summit Medical,,62323,NYU Langone,2000,1,2,0,3,6/3/18,2,Morning,0
10000009,0,1963,Summit Medical,,62323,NYU Langone,2000,1,2,2,1,6/3/18,4,Afternoon,1
10000009,0,1963,Summit Medical,,62323,NYU Langone,2000,1,2,0,1,6/3/18,5,Evening,0
10000009,0,1963,Summit Medical,,62323,NYU Langone,2000,1,2,0,1,6/10/18,2,Morning,1
10000009,0,1963,Summit Medical,,62323,NYU Langone,2000,1,2,0,1,6/10/18,4,Morning,0
10000009,0,1963,Summit Medical,,62323,NYU Langone,2000,1,2,2,1,6/10/18,5,Morning,0
10000009,0,1963,Summit Medical,,62323,NYU Langone,2000,1,2,1,1,6/17/18,1,Evening,1
10000009,0,1963,Summit Medical,,62323,NYU Langone,2000,1,2,0,1,6/17/18,5,Afternoon,1
10000009,0,1963,Summit Medical,,62323,NYU Langone,2000,1,2,2,1,6/17/18,2,Evening,1
10000009,0,1963,Summit Medical,,62323,NYU Langone,2000,1,2,0,1,6/17/18,3,Morning,0
10000009,0,1963,Summit Medical,,62323,NYU Langone,2000,1,2,0,1,6/24/18,2,Afternoon,0
10000009,0,1963,Summit Medical,,62323,NYU Langone,2000,1,2,0,1,6/24/18,4,Evening,0
10000009,0,1963,Summit Medical,,62323,NYU Langone,2000,1,2,2,1,6/24/18,3,Morning,1
10000010,0,1985,Heart Heal,UCSF,68933,UCSF,2010,1,2,0,1,4/1/18,1,Morning,0
10000010,0,1985,Heart Heal,UCSF,68933,UCSF,2010,1,2,2,1,4/1/18,3,Afternoon,0
10000010,0,1985,Heart Heal,UCSF,68933,UCSF,2010,1,2,0,1,4/1/18,4,Afternoon,1
10000010,0,1985,Heart Heal,UCSF,68933,UCSF,2010,1,2,2,1,4/8/18,2,Evening,0
10000010,0,1985,Heart Heal,UCSF,68933,UCSF,2010,1,2,0,1,4/8/18,4,Morning,0
10000010,0,1985,Heart Heal,UCSF,68933,UCSF,2010,1,2,0,1,4/8/18,6,Aftenoon,0
10000010,0,1985,Heart Heal,UCSF,68933,UCSF,2010,1,2,1,1,4/8/18,5,Aftenoon,0
10000010,0,1985,Heart Heal,UCSF,68933,UCSF,2010,1,2,0,1,4/15/18,1,Morning,1
10000010,0,1985,Heart Heal,UCSF,68933,UCSF,2010,1,2,2,3,4/15/18,2,Evening,1
10000010,0,1985,Heart Heal,UCSF,68933,UCSF,2010,1,2,0,0,4/15/18,5,Morning,0
10000010,0,1985,Heart Heal,UCSF,68933,UCSF,2010,1,2,0,0,4/22/18,3,Evening,0
10000010,0,1985,Heart Heal,UCSF,68933,UCSF,2010,1,2,0,0,4/22/18,1,Aftenoon,0
10000010,0,1985,Heart Heal,UCSF,68933,UCSF,2010,1,2,2,0,4/22/18,4,Morning,0
10000010,0,1985,Heart Heal,UCSF,68933,UCSF,2010,1,2,0,0,4/29/18,2,Morning,1
10000010,0,1985,Heart Heal,UCSF,68933,UCSF,2010,1,2,0,0,4/29/18,3,Evening,0
10000010,0,1985,Heart Heal,UCSF,68933,UCSF,2010,1,2,2,1,4/29/18,5,Morning,1
10000010,0,1985,Heart Heal,UCSF,68933,UCSF,2010,1,2,0,1,5/6/18,2,Afternoon,0
10000010,0,1985,Heart Heal,UCSF,68933,UCSF,2010,1,2,0,1,5/6/18,3,Morning,0
10000010,0,1985,Heart Heal,UCSF,68933,UCSF,2010,1,2,2,2,5/6/18,4,Evening,0
10000010,0,1985,Heart Heal,UCSF,68933,UCSF,2010,1,2,2,2,5/13/18,2,Afternoon,0
10000010,0,1985,Heart Heal,UCSF,68933,UCSF,2010,1,2,0,2,5/13/18,3,Evening,0
10000010,0,1985,Heart Heal,UCSF,68933,UCSF,2010,1,2,0,2,5/13/18,4,Morning,0
10000010,0,1985,Heart Heal,UCSF,68933,UCSF,2010,1,2,1,2,5/20/18,5,Evening,0
10000010,0,1985,Heart Heal,UCSF,68933,UCSF,2010,1,2,0,2,5/20/18,0,Afternoon,0
10000010,0,1985,Heart Heal,UCSF,68933,UCSF,2010,1,2,2,1,5/20/18,3,Evening,1
10000010,0,1985,Heart Heal,UCSF,68933,UCSF,2010,1,2,0,1,5/20/18,5,Morning,1
10000010,0,1985,Heart Heal,UCSF,68933,UCSF,2010,1,2,0,1,5/27/18,1,Morning,0
10000010,0,1985,Heart Heal,UCSF,68933,UCSF,2010,1,2,0,1,5/27/18,3,Evening,0
10000010,0,1985,Heart Heal,UCSF,68933,UCSF,2010,1,2,2,1,5/27/18,3,Morning,0
10000010,0,1985,Heart Heal,UCSF,68933,UCSF,2010,1,2,1,3,6/3/18,1,Evening,1
10000010,0,1985,Heart Heal,UCSF,68933,UCSF,2010,1,2,0,2,6/3/18,4,Morning,0
10000010,0,1985,Heart Heal,UCSF,68933,UCSF,2010,1,2,2,2,6/3/18,5,Morning,0
10000010,0,1985,Heart Heal,UCSF,68933,UCSF,2010,1,2,0,2,6/3/18,5,Evening,0
10000010,0,1985,Heart Heal,UCSF,68933,UCSF,2010,1,2,0,2,6/10/18,1,Morning,0
10000010,0,1985,Heart Heal,UCSF,68933,UCSF,2010,1,2,0,2,6/10/18,3,Afternoon,0
10000010,0,1985,Heart Heal,UCSF,68933,UCSF,2010,1,2,2,2,6/10/18,5,Morning,0
10000010,0,1985,Heart Heal,UCSF,68933,UCSF,2010,1,2,0,2,6/17/18,2,Afternoon,1
10000010,0,1985,Heart Heal,UCSF,68933,UCSF,2010,1,2,2,1,6/17/18,3,Evening,1
10000010,0,1985,Heart Heal,UCSF,68933,UCSF,2010,1,2,0,1,6/17/18,6,Afternoon,0
10000010,0,1985,Heart Heal,UCSF,68933,UCSF,2010,1,2,0,1,6/24/18,2,Morning,0
10000010,0,1985,Heart Heal,UCSF,68933,UCSF,2010,1,2,0,1,6/24/18,4,Evening,0
10000010,0,1985,Heart Heal,UCSF,68933,UCSF,2010,1,2,2,1,6/24/18,3,Morning,1
10000011,1,1970,,Cleveland Clinic,14234,NYU,2011,0,1,0,0,4/1/18,1,Morning,1
10000011,1,1970,,Cleveland Clinic,14234,NYU,2011,0,1,2,0,4/1/18,3,Afternoon,0
10000011,1,1970,,Cleveland Clinic,14234,NYU,2011,0,1,0,0,4/1/18,4,Afternoon,0
10000011,1,1970,,Cleveland Clinic,14234,NYU,2011,0,1,2,0,4/8/18,2,Evening,0
10000011,1,1970,,Cleveland Clinic,14234,NYU,2011,0,1,0,0,4/8/18,4,Morning,1
10000011,1,1970,,Cleveland Clinic,14234,NYU,2011,0,1,0,2,4/8/18,3,Aftenoon,0
10000011,1,1970,,Cleveland Clinic,14234,NYU,2011,0,1,1,2,4/8/18,5,Aftenoon,0
10000011,1,1970,,Cleveland Clinic,14234,NYU,2011,0,1,0,2,4/15/18,1,Evening,0
10000011,1,1970,,Cleveland Clinic,14234,NYU,2011,0,1,2,2,4/15/18,4,Evening,0
10000011,1,1970,,Cleveland Clinic,14234,NYU,2011,0,1,0,2,4/15/18,5,Morning,0
10000011,1,1970,,Cleveland Clinic,14234,NYU,2011,0,1,0,2,4/22/18,1,Evening,0
10000011,1,1970,,Cleveland Clinic,14234,NYU,2011,0,1,0,2,4/22/18,3,Aftenoon,0
10000011,1,1970,,Cleveland Clinic,14234,NYU,2011,0,1,2,2,4/22/18,5,Morning,0
10000011,1,1970,,Cleveland Clinic,14234,NYU,2011,0,1,0,0,4/29/18,3,Morning,1
10000011,1,1970,,Cleveland Clinic,14234,NYU,2011,0,1,0,0,4/29/18,4,Evening,0
10000011,1,1970,,Cleveland Clinic,14234,NYU,2011,0,1,2,0,4/29/18,5,Morning,1
10000011,1,1970,,Cleveland Clinic,14234,NYU,2011,0,1,0,0,5/6/18,2,Afternoon,1
10000011,1,1970,,Cleveland Clinic,14234,NYU,2011,0,1,0,0,5/6/18,3,Evening,0
10000011,1,1970,,Cleveland Clinic,14234,NYU,2011,0,1,2,0,5/6/18,4,Evening,0
10000011,1,1970,,Cleveland Clinic,14234,NYU,2011,0,1,1,3,5/6/18,5,Afternoon,1
10000011,1,1970,,Cleveland Clinic,14234,NYU,2011,0,1,2,2,5/13/18,2,Afternoon,0
10000011,1,1970,,Cleveland Clinic,14234,NYU,2011,0,1,0,2,5/13/18,3,Evening,0
10000011,1,1970,,Cleveland Clinic,14234,NYU,2011,0,1,0,2,5/13/18,4,Morning,0
10000011,1,1970,,Cleveland Clinic,14234,NYU,2011,0,1,0,2,5/20/18,1,Afternoon,0
10000011,1,1970,,Cleveland Clinic,14234,NYU,2011,0,1,2,2,5/20/18,3,Evening,0
10000011,1,1970,,Cleveland Clinic,14234,NYU,2011,0,1,0,2,5/20/18,5,Evening,0
10000011,1,1970,,Cleveland Clinic,14234,NYU,2011,0,1,0,2,5/27/18,2,Morning,1
10000011,1,1970,,Cleveland Clinic,14234,NYU,2011,0,1,0,0,5/27/18,2,Afternoon,0
10000011,1,1970,,Cleveland Clinic,14234,NYU,2011,0,1,2,0,5/27/18,3,Morning,0
10000011,1,1970,,Cleveland Clinic,14234,NYU,2011,0,1,1,0,6/3/18,1,Afternoon,1
10000011,1,1970,,Cleveland Clinic,14234,NYU,2011,0,1,0,0,6/3/18,2,Morning,0
10000011,1,1970,,Cleveland Clinic,14234,NYU,2011,0,1,2,0,6/3/18,5,Afternoon,1
10000011,1,1970,,Cleveland Clinic,14234,NYU,2011,0,1,0,0,6/3/18,3,Evening,0
10000011,1,1970,,Cleveland Clinic,14234,NYU,2011,0,1,0,0,6/10/18,1,Morning,1
10000011,1,1970,,Cleveland Clinic,14234,NYU,2011,0,1,0,1,6/10/18,4,Afternoon,0
